symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
RCKY,"Rocky Brands, Inc.",28.62,$212.4M,1993,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",8.5,$50.56M,NA,Consumer Non-Durables,Specialty Foods
ROKU,"Roku, Inc.",40.98,$4.47B,2017,Consumer Services,Television Services
ROSE,Rosehill Resources Inc.,3,$130.62M,2016,Energy,Oil & Gas Production
ROSEU,Rosehill Resources Inc.,3.01,NA,2016,Energy,Oil & Gas Production
ROSEW,Rosehill Resources Inc.,0.49,NA,2016,Energy,Oil & Gas Production
ROST,"Ross Stores, Inc.",93.01,$34.47B,1985,Consumer Services,Clothing/Shoe/Accessory Stores
RGLD,"Royal Gold, Inc.",82.37,$5.4B,NA,Basic Industries,Precious Metals
RTIX,"RTI Surgical, Inc.",4.29,$272.25M,2e3,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",8.2,$22.48M,2007,Technology,Semiconductors
RUBY,"Rubius Therapeutics, Inc.",13.97,$1.1B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RMBL,"RumbleOn, Inc.",6.84,$126.32M,NA,Technology,EDP Services
RUSHA,"Rush Enterprises, Inc.",39.33,$1.53B,NA,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",39.71,$1.54B,NA,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",23.61,$727.41M,2005,Consumer Services,Restaurants
RYAAY,Ryanair Holdings plc,65.75,$14.9B,1997,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",41.55,$1.45B,NA,Finance,Major Banks
SANW,S&W Seed Company,2.25,NA,NA,Consumer Non-Durables,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,10.18,$278.94M,2016,Finance,Business Services
SCACU,Saban Capital Acquisition Corp.,10.37,NA,2016,Finance,Business Services
SCACW,Saban Capital Acquisition Corp.,0.65,NA,2016,Finance,Business Services
SBRA,"Sabra Health Care REIT, Inc.",19.19,$3.42B,NA,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,22.85,$6.29B,2014,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",4.1,$11.96M,NA,Energy,Oil & Gas Production
SFET,Safe-T Group Ltd.,2.975,$6.79M,2018,Technology,Computer Software: Prepackaged Software
SAFT,"Safety Insurance Group, Inc.",83.13,$1.27B,2002,Finance,Property-Casualty Insurers
SGA,"Saga Communications, Inc.",32.4,$191.49M,NA,Consumer Services,Broadcasting
SAGE,"Sage Therapeutics, Inc.",139.79,$6.55B,2014,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",59.12,$1.52B,NA,Transportation,Trucking Freight/Courier Services
SALM,"Salem Media Group, Inc.",2.62,$68.61M,1999,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",38.95,$109.25M,NA,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",120.81,$2.68B,1987,Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",31.72,$1.13B,NA,Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",11.62,$1.19B,2e3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,26.3,$1.8B,1993,Technology,Electrical Products
GCVRZ,Sanofi,0.4587,NA,NA,Health Care,Major Pharmaceuticals
SNY,Sanofi,41.48,$102.9B,NA,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,11.95,$596.19M,1992,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",122.8,$8.21B,NA,Health Care,Major Pharmaceuticals
SVRA,"Savara, Inc.",7.38,$259.25M,NA,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",18.34,$119.27M,NA,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",18,NA,NA,Finance,Major Banks
SBBX,SB One Bancorp,20.92,$199.18M,NA,Finance,Major Banks
SBAC,SBA Communications Corporation,173.05,$19.61B,1999,Consumer Services,Real Estate Investment Trusts
SCSC,"ScanSource, Inc.",37.25,$953.89M,NA,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",2.95,$11.78M,NA,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",24.03,$649.44M,1993,Consumer Durables,Industrial Specialties
SRRK,Scholar Rock Holding Corporation,15.75,$412.93M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Scholastic Corporation,41.45,$1.46B,1992,Consumer Services,Books
SAMA,Schultze Special Purpose Acquisition Corp.,9.6279,NA,2019,Finance,Business Services
SAMAU,Schultze Special Purpose Acquisition Corp.,9.99,NA,2018,Finance,Business Services
SAMAW,Schultze Special Purpose Acquisition Corp.,0.36,NA,2019,Finance,Business Services
SGMS,Scientific Games Corp,23.9,$2.19B,NA,Technology,EDP Services
SCPH,scPharmaceuticals Inc.,3.58,$66.48M,2017,Health Care,Major Pharmaceuticals
SCYX,"SCYNEXIS, Inc.",0.7425,$35.62M,2014,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",1.68,$60.07M,1996,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,28.75,$1.47B,NA,Finance,Major Banks
STX,Seagate Technology PLC,40.23,$11.51B,2002,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,0.5839,$22.3M,NA,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,0.085,NA,NA,Transportation,Marine Transportation
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.21,$50.17M,NA,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,15.58,$288.74M,NA,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",73.61,$11.79B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",0.8,$61.07M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",0.27,NA,NA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,8.83,$443.66M,2017,Consumer Services,Other Specialty Stores
SCWX,SecureWorks Corp.,16.51,$1.35B,2016,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,5.16,$90.29M,NA,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,49.33,$7.67B,1981,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",12.26,$236.6M,NA,Finance,Major Banks
SIC,"Select Interior Concepts, Inc.",8.02,$205.75M,NA,Basic Industries,Homebuilding
SELB,"Selecta Biosciences, Inc.",2.04,$45.77M,2016,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",61.91,$3.65B,NA,Finance,Property-Casualty Insurers
SLS,"SELLAS Life Sciences Group, Inc.",1.46,$32.16M,NA,Health Care,Major Pharmaceuticals
LEDS,SemiLEDS Corporation,2.79,$9.93M,2010,Technology,Semiconductors
SMTC,Semtech Corporation,51.24,$3.37B,NA,Technology,Semiconductors
SENEA,Seneca Foods Corp.,29.8,$288.84M,NA,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,29.69,$287.77M,NA,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",0.8096,$18.99M,2016,Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,13.05,$3.1B,NA,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,21.32,NA,NA,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,24.41,NA,NA,Consumer Services,Real Estate Investment Trusts
AIHS,Senmiao Technology Limited,4.17,$107.92M,2018,Finance,Finance: Consumer Services
SRTS,"Sensus Healthcare, Inc.",8.14,$130.94M,2016,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",0.9414,NA,2016,Health Care,Medical/Dental Instruments
STNL,Sentinel Energy Services Inc.,10.08,$434.7M,2017,Finance,Business Services
STNLU,Sentinel Energy Services Inc.,10.25,NA,2017,Finance,Business Services
STNLW,Sentinel Energy Services Inc.,0.82,NA,2017,Finance,Business Services
SQBG,"Sequential Brands Group, Inc.",0.9898,$63.63M,NA,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",5.71,$233.29M,2015,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",1,$92.72M,2011,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",34.75,$1.85B,2014,Finance,Major Banks
SESN,"Sesen Bio, Inc.",0.7049,$54.6M,2014,Health Care,Major Pharmaceuticals
SVBI,Severn Bancorp Inc,8.55,$108.77M,NA,Finance,Major Banks
SGBX,"SG Blocks, Inc.",3.06,$13.04M,2017,Consumer Services,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",1.09,$82.3M,2010,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp.,3.32,$53.39M,NA,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",14.34,$123.17M,NA,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co,47.29,$2.34B,NA,Public Utilities,Telecommunications Equipment
PIXY,"ShiftPixy, Inc.",1.34,$41.68M,2017,Technology,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",5.93,$139.01M,1993,Capital Goods,Industrial Specialties
TYHT,"Shineco, Inc.",0.51,$13.73M,2016,Consumer Non-Durables,Farming/Seeds/Milling
SCVL,"Shoe Carnival, Inc.",40.16,$619.84M,1993,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,14.92,$190.22M,NA,Finance,Major Banks
SSTI,"ShotSpotter, Inc.",42.26,$457.33M,2017,Technology,Computer Software: Prepackaged Software
SFLY,"Shutterfly, Inc.",44.53,$1.5B,2006,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",13.47,$162.09M,NA,Finance,Savings Institutions
SIBN,"SI-BONE, Inc.",20.77,$505.45M,2018,Health Care,Medical/Dental Instruments
SIEB,Siebert Financial Corp.,13.03,$353.86M,NA,Finance,Investment Bankers/Brokers/Service
SNNA,"Sienna Biopharmaceuticals, Inc.",2.98,$63M,2017,Health Care,Major Pharmaceuticals
SIEN,"Sientra, Inc.",13,$371.79M,2014,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,26.25,$401.19M,NA,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",1.45,$107.83M,2015,Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",15.18,$547.21M,NA,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,1.5921,$284.48M,NA,Technology,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,7.34,$589.63M,NA,Health Care,Major Pharmaceuticals
SGLB,"Sigma Labs, Inc.",2.15,$18.71M,NA,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0.75,NA,NA,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",2.81,$11.89M,1994,Technology,Electrical Products
SBNY,Signature Bank,124.4,$6.64B,2004,Finance,Major Banks
SLGN,Silgan Holdings Inc.,26.1,$2.89B,1997,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,33.05,$249.58M,NA,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",88.25,$3.81B,2e3,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,36.77,$1.33B,2005,Technology,Semiconductors
SAMG,Silvercrest Asset Management Group Inc.,13.08,$175.95M,2013,Finance,Investment Managers
SSNT,"SilverSun Technologies, Inc.",2.35,$10.58M,NA,Miscellaneous,Business Services
SFNC,Simmons First National Corporation,26.48,$2.45B,NA,Finance,Major Banks
WINR,Simplicity Esports and Gaming Company,2.3498,$14.38M,2017,Consumer Services,Restaurants
WINRW,Simplicity Esports and Gaming Company,0.29,NA,2017,Consumer Services,Restaurants
SLP,"Simulations Plus, Inc.",19.6,$342.21M,NA,Technology,EDP Services
SINA,Sina Corporation,61.72,$4.41B,NA,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",30.44,$2.96B,1995,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",0.7933,$10.77M,NA,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",6.55,$465.84M,NA,Health Care,Major Pharmaceuticals
SINT,"SiNtx Technologies, Inc.",0.209,$4.55M,2014,Health Care,Medical/Dental Instruments
SG,"Sirius International Insurance Group, Ltd.",14.5,$1.67B,NA,Finance,Property-Casualty Insurers
SIRI,Sirius XM Holdings Inc.,6.05,$26.48B,NA,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",1.17,$29.76M,NA,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",0.598,$31.36M,2014,Public Utilities,Electric Utilities: Central
SKYW,"SkyWest, Inc.",49.59,$2.57B,1986,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",70.07,$12.44B,NA,Technology,Semiconductors
SNBR,Sleep Number Corporation,35.97,$1.19B,NA,Consumer Durables,Home Furnishings
SLM,SLM Corporation,9.39,$4.09B,NA,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,59.6,$238.4M,NA,Finance,Finance: Consumer Services
SGH,"SMART Global Holdings, Inc.",22.71,$518.82M,2017,Technology,Semiconductors
SND,"Smart Sand, Inc.",2.41,$100.27M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,"SmartFinancial, Inc.",17.99,$250.66M,NA,Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",1.85,$57.29M,1995,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,5.6,$129.26M,2e3,Technology,Electrical Products
SRAX,"Social Reality, Inc.",2.89,$29.29M,NA,Technology,Advertising
SCKT,"Socket Mobile, Inc.",2.05,$12.06M,NA,Technology,Computer Manufacturing
SOHU,Sohu.com Limited,19.54,$760.43M,NA,Technology,EDP Services
SLRC,Solar Capital Ltd.,19.97,$843.95M,2010,NA,NA
SUNS,Solar Senior Capital Ltd.,16.29,$261.3M,NA,NA,NA
SEDG,"SolarEdge Technologies, Inc.",37.18,$1.7B,2015,Technology,Semiconductors
SLNO,"Soleno Therapeutics, Inc.",1.69,$36.23M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW,"Soleno Therapeutics, Inc.",0.1136,NA,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLGL,Sol-Gel Technologies Ltd.,5.81,$110.1M,2018,Health Care,Major Pharmaceuticals
SLDB,Solid Biosciences Inc.,25.71,$910.97M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNGX,"Soligenix, Inc.",1.0332,$18.27M,NA,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0.3333,NA,NA,Health Care,Major Pharmaceuticals
SNOA,"Sonoma Pharmaceuticals, Inc.",0.816,$9.1M,NA,Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.02,NA,NA,Health Care,Major Pharmaceuticals
SONO,"Sonos, Inc.",11.72,$1.18B,2018,Consumer Non-Durables,Consumer Electronics/Appliances
SPHS,"Sophiris Bio, Inc.",1.25,$37.64M,2013,Health Care,Major Pharmaceuticals
SORL,"SORL Auto Parts, Inc.",2.61,$50.39M,NA,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",2.3,$281.23M,NA,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,6.69,$95.06M,NA,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,24.6012,NA,NA,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,23.27,NA,NA,Consumer Services,Real Estate Investment Trusts
SOHOK,Sotherly Hotels LP,25.5401,NA,NA,Consumer Services,Real Estate Investment Trusts
SFBC,"Sound Financial Bancorp, Inc.",33.63,$85.41M,NA,Finance,Savings Institutions
SSB,South State Corporation,67.09,$2.45B,NA,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",33.32,$248.24M,NA,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",32.83,$305.75M,NA,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",14.49,$348.52M,NA,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",35.14,$1.24B,NA,Finance,Major Banks
SP,SP Plus Corporation,34.38,$781.82M,NA,Consumer Services,Rental/Leasing Companies
SGRP,"SPAR Group, Inc.",0.67,$13.84M,NA,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",8.08,$281.82M,2014,Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",21.7405,NA,NA,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",45.08,$1.7B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",8.16,$287.03M,NA,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,21.06,$756.89M,NA,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,22.67,$107.68M,NA,NA,NA
SPPI,"Spectrum Pharmaceuticals, Inc.",10.91,$1.17B,NA,Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",8.05,$146.41M,2017,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,2.66,$5.22M,NA,Technology,EDP Services
SPEX,Spherix Incorporated,0.7416,$6.34M,NA,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",1.05,$7.62M,NA,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",59.36,$4.05B,NA,Transportation,Air Freight/Delivery Services
STXB,"Spirit of Texas Bancshares, Inc.",21.72,$261.81M,2018,Finance,Major Banks
SPLK,Splunk Inc.,120.72,$17.84B,2012,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",14.05,$273.36M,NA,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.02,$215.55M,2014,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",11.3,$185.7M,2016,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",6.44,$167.6M,NA,Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",24.95,$3.18B,2013,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",86.86,$1.53B,2010,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",48.84,$12.25B,2010,Technology,Computer Software: Prepackaged Software
SSLJ,SSLJ.com Limited,0.451,$19.84M,2018,Finance,Diversified Commercial Services
SSRM,SSR Mining Inc.,11.63,$1.4B,NA,Basic Industries,Precious Metals
STAA,STAAR Surgical Company,35.16,$1.55B,NA,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",2.04,$10.23M,NA,Technology,Professional Services
STMP,Stamps.com Inc.,175.85,$3.18B,1999,Miscellaneous,Business Services
STND,Standard AVB Financial Corp.,32.47,$156.17M,NA,Finance,Major Banks
SBLK,Star Bulk Carriers Corp.,10.44,$960.89M,NA,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp.,25.5,NA,NA,Transportation,Marine Transportation
SBUX,Starbucks Corporation,64.7,$80.27B,1992,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,34.52,$1.49B,1991,Finance,Property-Casualty Insurers
GASS,"StealthGas, Inc.",3.21,$127.95M,2005,Transportation,Marine Transportation
STCN,"Steel Connect, Inc.",1.71,$103.65M,NA,Miscellaneous,Business Services
STLD,"Steel Dynamics, Inc.",34.3,$7.87B,1996,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",1.21,$57.89M,1992,Consumer Services,Clothing/Shoe/Accessory Stores
SBOT,"Stellar Biotechnologies, Inc.",1.14,$6.08M,NA,Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",10.68,$339.63M,2013,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",41.77,$3.78B,1996,Basic Industries,Environmental Services
SBT,"Sterling Bancorp, Inc.",8.37,$443.71M,2017,Finance,Savings Institutions
STRL,Sterling Construction Company Inc,13.3,$360.01M,NA,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",32.16,$2.81B,1993,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,8.75,$75.93M,NA,Finance,Major Banks
SFIX,"Stitch Fix, Inc.",22.92,$2.28B,2017,Consumer Services,Catalog/Specialty Distribution
SYBT,"Stock Yards Bancorp, Inc.",34.23,$778.57M,NA,Finance,Major Banks
BANX,StoneCastle Financial Corp,19.73,$129.2M,NA,NA,NA
STNE,StoneCo Ltd.,22.19,$6.15B,2018,Technology,EDP Services
SSKN,"Strata Skin Sciences, Inc.",2.9,$86.83M,NA,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",21.28,$1.15B,1994,Technology,Computer peripheral equipment
STRA,"Strategic Education, Inc.",111.26,$2.42B,1996,Consumer Services,Other Consumer Services
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,22.7089,NA,NA,NA,NA
STRT,Strattec Security Corporation,35.16,$131.44M,NA,Capital Goods,Auto Parts:O.E.M.
STRS,Stratus Properties Inc.,25.27,$206.31M,NA,Consumer Services,Homebuilding
STRM,"Streamline Health Solutions, Inc.",1.27,$25.56M,NA,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,4.83,$253.22M,2015,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",1.14,$21.43M,NA,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",21.1,$263.2M,NA,Finance,Major Banks
SSBI,Summit State Bank,12,$72.8M,2006,NA,NA
SMMT,Summit Therapeutics plc,1.42,$45.55M,2015,Health Care,Major Pharmaceuticals
WISA,"Summit Wireless Technologies, Inc.",3.34,$51.32M,2018,Technology,Semiconductors
SNHY,Sun Hydraulics Corporation,35.44,$1.13B,1997,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,3.15,$21.63M,NA,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",0.472,$17.66M,2005,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",4.45,$387.99M,NA,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,5.43,$766.09M,2005,Technology,Semiconductors
RUN,Sunrun Inc.,12.16,$1.36B,2015,Capital Goods,Industrial Specialties
SUNW,"Sunworks, Inc.",0.405,$10.57M,NA,Public Utilities,Telecommunications Equipment
SPCB,"SuperCom, Ltd.",1.58,$23.63M,NA,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,1.57,$5.13M,1993,Technology,Radio And Television Broadcasting And Communications Equipment
