symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
DINT,Davis Select International ETF,16.63,$88.14M,NA,NA,NA
DUSA,Davis Select U.S. Equity ETF,21.8,$167.86M,NA,NA,NA
DWLD,Davis Select Worldwide ETF,21.72,$196.57M,NA,NA,NA
DWSN,Dawson Geophysical Company,4.25,$97.51M,NA,Energy,Oil & Gas Production
DBVT,DBV Technologies S.A.,7.08,$426.45M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DDMX,DD3 Acquisition Corp.,9.8,$71.24M,2018,Finance,Business Services
DDMXU,DD3 Acquisition Corp.,9.98,$72.55M,2018,Finance,Business Services
DDMXW,DD3 Acquisition Corp.,0.35,NA,2018,Finance,Business Services
DCPH,"Deciphera Pharmaceuticals, Inc.",26.75,$1.01B,2017,Health Care,Major Pharmaceuticals
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",8.17,$272.24M,2012,Consumer Services,Restaurants
TACO,"Del Taco Restaurants, Inc.",10.5,$396.52M,2014,Consumer Services,Restaurants
TACOW,"Del Taco Restaurants, Inc.",1.5,NA,2014,Consumer Services,Restaurants
DMPI,"DelMar Pharmaceuticals, Inc.",0.4189,$9.45M,NA,Health Care,Major Pharmaceuticals
DELT,Delta Technology Holdings Limited,1.06,$16.07M,NA,Basic Industries,Major Chemicals
DNLI,Denali Therapeutics Inc.,21.55,$2.05B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DENN,Denny&#39;s Corporation,18.16,$1.14B,NA,Consumer Services,Restaurants
XRAY,DENTSPLY SIRONA Inc.,40.83,$9.09B,1987,Health Care,Medical/Dental Instruments
DERM,"Dermira, Inc.",6.79,$286M,2014,Health Care,Major Pharmaceuticals
DEST,Destination Maternity Corporation,3.25,$46.95M,NA,Consumer Services,Clothing/Shoe/Accessory Stores
DXLG,"Destination XL Group, Inc.",2.58,$127.66M,NA,Consumer Services,Clothing/Shoe/Accessory Stores
DSWL,"Deswell Industries, Inc.",3.0174,$47.93M,1995,Consumer Non-Durables,Plastic Products
DXCM,"DexCom, Inc.",149.52,$13.28B,2005,Health Care,Medical/Dental Instruments
DFBH,DFB Healthcare Acquisitions Corp.,9.97,$311.56M,2018,Finance,Business Services
DFBHU,DFB Healthcare Acquisitions Corp.,10.11,NA,2018,Finance,Business Services
DFBHW,DFB Healthcare Acquisitions Corp.,1,NA,2018,Finance,Business Services
DHXM,DHX Media Ltd.,2.24,$302.13M,NA,NA,NA
DMAC,DiaMedica Therapeutics Inc.,3.6387,$43.51M,2018,Health Care,Major Pharmaceuticals
DHIL,"Diamond Hill Investment Group, Inc.",157.87,$554.37M,NA,Finance,Investment Managers
FANG,"Diamondback Energy, Inc.",106.89,$17.54B,2012,Energy,Oil & Gas Production
DCIX,Diana Containerships Inc.,0.9099,$13.16M,NA,Transportation,Marine Transportation
DRNA,"Dicerna Pharmaceuticals, Inc.",10.77,$675.62M,2014,Health Care,Major Pharmaceuticals
DFFN,Diffusion Pharmaceuticals Inc.,2.29,$7.73M,NA,Health Care,Major Pharmaceuticals
DGII,Digi International Inc.,11.74,$323.67M,1989,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,19.02,$226.08M,NA,Technology,EDP Services
DRAD,Digirad Corporation,0.7566,$15.31M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,"Digital Ally, Inc.",2.76,$28.77M,NA,Technology,Radio And Television Broadcasting And Communications Equipment
APPS,"Digital Turbine, Inc.",2.12,$164.63M,NA,Miscellaneous,Multi-Sector Companies
DCOM,"Dime Community Bancshares, Inc.",18.31,$667.31M,NA,Finance,Savings Institutions
DIOD,Diodes Incorporated,31.8,$1.6B,NA,Technology,Semiconductors
DISCA,"Discovery, Inc.",27.71,$14.51B,NA,Consumer Services,Television Services
DISCB,"Discovery, Inc.",35,$18.32B,NA,Consumer Services,Television Services
DISCK,"Discovery, Inc.",25.92,$13.57B,NA,Consumer Services,Television Services
DISH,DISH Network Corporation,29.8,$13.94B,1995,Consumer Services,Television Services
DVCR,Diversicare Healthcare Services Inc.,3.3,$21.51M,NA,Health Care,Hospital/Nursing Management
SAUC,"Diversified Restaurant Holdings, Inc.",1.16,$37.79M,NA,Consumer Services,Restaurants
DLHC,DLH Holdings Corp.,5.07,$60.33M,NA,Technology,Professional Services
BOOM,DMC Global Inc.,37.41,$557.35M,NA,Capital Goods,Industrial Specialties
DNBF,DNB Financial Corp,32.4191,$139.91M,NA,Finance,Major Banks
DOCU,"DocuSign, Inc.",47,$7.77B,2018,Technology,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation,3.93,$101.82M,2017,Consumer Durables,Miscellaneous manufacturing industries
DLTR,"Dollar Tree, Inc.",94.66,$22.53B,1995,Consumer Services,Department/Specialty Retail Stores
DLPN,"Dolphin Entertainment, Inc.",1.25,$17.65M,NA,Consumer Services,Other Consumer Services
DLPNW,"Dolphin Entertainment, Inc.",0.08,NA,NA,Consumer Services,Other Consumer Services
DOMO,"Domo, Inc.",26.59,$700.33M,2018,Technology,Computer Software: Prepackaged Software
DGICA,"Donegal Group, Inc.",13.55,$384.34M,NA,Finance,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",12,$340.38M,1986,Finance,Property-Casualty Insurers
DMLP,"Dorchester Minerals, L.P.",17.1,$551.98M,NA,Energy,Oil & Gas Production
DORM,"Dorman Products, Inc.",93.39,$3.09B,NA,Capital Goods,Auto Parts:O.E.M.
DOVA,"Dova Pharmaceuticals, Inc.",8.23,$232.12M,2017,Health Care,Major Pharmaceuticals
LYL,Dragon Victory International Limited,1.34,$15.3M,2017,Finance,Finance/Investors Services
DBX,"Dropbox, Inc.",23.59,$9.59B,2018,Technology,Computer Software: Prepackaged Software
DCAR,"DropCar, Inc.",0.374,$3.63M,NA,Consumer Services,Telecommunications Equipment
DRYS,DryShips Inc.,5.93,$553.92M,2005,Transportation,Marine Transportation
DSPG,"DSP Group, Inc.",12.28,$272.57M,1994,Technology,Semiconductors
DLTH,Duluth Holdings Inc.,23.66,$770.82M,2015,Consumer Services,Clothing/Shoe/Accessory Stores
DNKN,"Dunkin&#39; Brands Group, Inc.",68.9,$5.69B,2011,Consumer Services,Restaurants
DRRX,DURECT Corporation,0.58,$93.99M,2e3,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",32.78,$575.95M,NA,Capital Goods,Industrial Machinery/Components
DYSL,Dynasil Corporation of America,1.08,$18.83M,NA,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,2.6299,$21.54M,NA,Health Care,Medical/Dental Instruments
DVAX,Dynavax Technologies Corporation,12.05,$755.43M,2004,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,50.66,$12.88B,NA,Finance,Savings Institutions
SSP,E.W. Scripps Company (The),18.46,$1.49B,NA,Consumer Services,Broadcasting
EBMT,"Eagle Bancorp Montana, Inc.",17.11,$110.76M,NA,Finance,Major Banks
EGBN,"Eagle Bancorp, Inc.",54.15,$1.86B,NA,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,4.9,$355.7M,NA,Transportation,Marine Transportation
EFBI,"Eagle Financial Bancorp, Inc.",15.37,$24.99M,2017,Finance,Savings Institutions
EGRX,"Eagle Pharmaceuticals, Inc.",44.4,$617.16M,2014,Health Care,Major Pharmaceuticals
EWBC,"East West Bancorp, Inc.",50.25,$7.28B,NA,Finance,Major Banks
EML,Eastern Company (The),25.7,$160.82M,NA,Capital Goods,Industrial Machinery/Components
EAST,"Eastside Distilling, Inc.",6.4,$56.87M,NA,Consumer Non-Durables,Beverages (Production/Distribution)
EVGBC,Eaton Vance NextShares Trust,100.02,$62.51M,NA,NA,NA
EVSTC,Eaton Vance NextShares Trust,99.98,$44.99M,NA,NA,NA
EVFTC,Eaton Vance NextShares Trust II,100.03,$52.52M,NA,NA,NA
EVLMC,Eaton Vance NextShares Trust II,99.96,$69.97M,NA,NA,NA
OKDCC,Eaton Vance NextShares Trust II,100.06,$505.3M,NA,NA,NA
EBAY,eBay Inc.,31,$29.85B,1998,Miscellaneous,Business Services
EBAYL,eBay Inc.,25.69,NA,NA,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",54.29,$1.66B,NA,Technology,EDP Services
ECHO,"Echo Global Logistics, Inc.",23.57,$672.86M,2009,Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,39.5,$3.8B,NA,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,"Ecology and Environment, Inc.",11.7552,$50.7M,1987,Consumer Services,Military/Government/Technical
EDAP,EDAP TMS S.A.,2.67,$77.42M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDGE,"Edge Therapeutics, Inc.",0.4025,$12.61M,2015,Health Care,Major Pharmaceuticals
EDNT,"Edison Nation, Inc.",5.05,$25.5M,2018,Consumer Non-Durables,Recreational Products/Toys
EDIT,"Editas Medicine, Inc.",26.14,$1.25B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDTX,EdtechX Holdings Acquisition Corp.,9.85,$77.88M,2018,Finance,Business Services
EDTXU,EdtechX Holdings Acquisition Corp.,10,$79.06M,2018,Finance,Business Services
EDTXW,EdtechX Holdings Acquisition Corp.,0.28,NA,2018,Finance,Business Services
EDUC,Educational Development Corporation,7.86,$64.43M,NA,Consumer Durables,Consumer Specialties
EGAN,eGain Corporation,7.08,$197.33M,1999,Technology,Computer Software: Prepackaged Software
EHTH,"eHealth, Inc.",46.25,$897.55M,2006,Finance,Specialty Insurers
EIDX,"Eidos Therapeutics, Inc.",12.65,$464.85M,2018,Health Care,Major Pharmaceuticals
EIGR,"Eiger BioPharmaceuticals, Inc.",13.81,$263.71M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",1.67,$104.61M,NA,Capital Goods,Industrial Machinery/Components
LOCO,"El Pollo Loco Holdings, Inc.",17.23,$673.12M,2014,Consumer Services,Restaurants
EMITF,Elbit Imaging Ltd.,1.19,$10.94M,NA,Consumer Services,Building operators
ESLT,Elbit Systems Ltd.,123.05,$5.26B,NA,Capital Goods,Military/Government/Technical
ERI,"Eldorado Resorts, Inc.",44.38,$3.44B,NA,Consumer Services,Hotels/Resorts
SOLO,Electrameccanica Vehicles Corp. Ltd.,1.2691,$40.99M,NA,Capital Goods,Auto Manufacturing
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.38,NA,NA,Capital Goods,Auto Manufacturing
ESIO,"Electro Scientific Industries, Inc.",29.99,$1.03B,NA,Miscellaneous,Industrial Machinery/Components
ECOR,"electroCore, Inc.",5.22,$153.73M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Electronic Arts Inc.,92.52,$27.95B,NA,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",24.45,$1.07B,1992,Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",3.65,$12.39M,NA,Capital Goods,Industrial Machinery/Components
ESBK,Elmira Savings Bank NY (The),18.05,$54.84M,NA,Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",11.57,$406.3M,NA,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Eltek Ltd.,2.6399,$5.36M,1997,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,31.5,$680.76M,1982,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,29.8527,$80.31M,NA,Finance,Major Banks
EMKR,EMCORE Corporation,4.65,$128.37M,1997,Technology,Semiconductors
EMMS,Emmis Communications Corporation,3.85,$50.13M,1994,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",14.02,$482.33M,NA,Consumer Services,Restaurants
ENTA,"Enanta Pharmaceuticals, Inc.",76.9,$1.49B,2013,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,28.48,$878.67M,NA,Finance,Finance Companies
WIRE,Encore Wire Corporation,52.9,$1.1B,1992,Capital Goods,Metal Fabrications
ENDP,Endo International plc,9.7,$2.18B,NA,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",0.8299,$85.86M,NA,Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,1.86,$13.81M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,0.75,NA,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",7.72,$1.11B,2013,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,7.25,$189.19M,2014,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",0.7401,$8.94M,NA,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",7.64,$411.51M,2008,Technology,Industrial Machinery/Components
ENG,ENGlobal Corporation,0.7797,$21.45M,NA,Consumer Services,Military/Government/Technical
ENOB,"Enochian Biosciences, Inc.",8.2,$296.63M,NA,Health Care,Major Pharmaceuticals
ENPH,"Enphase Energy, Inc.",6.53,$694.32M,2012,Technology,Semiconductors
ESGR,Enstar Group Limited,174.57,$3.75B,NA,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited,24.81,NA,NA,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited,24.36,NA,NA,Finance,Property-Casualty Insurers
ETTX,Entasis Therapeutics Holdings Inc.,5.66,$74.14M,2018,Health Care,Major Pharmaceuticals
ENFC,Entegra Financial Corp.,21.83,$150.47M,2014,Finance,Banks
ENTG,"Entegris, Inc.",30.04,$4.25B,2e3,Consumer Non-Durables,Plastic Products
ENTX,Entera Bio Ltd.,3.7,$42.28M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd.,0.89,NA,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EBTC,Enterprise Bancorp Inc,32,$374.4M,NA,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,41.34,$943.15M,NA,Finance,Major Banks
EPZM,"Epizyme, Inc.",9.56,$756.85M,2013,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,75.12,$1.03B,1996,Technology,Retail: Computer Software & Peripheral Equipment
EQ,"Equillium, Inc.",12.02,$208.86M,2018,Health Care,Major Pharmaceuticals
EQIX,"Equinix, Inc.",374.67,$30.12B,2e3,Consumer Services,Real Estate Investment Trusts
EQBK,"Equity Bancshares, Inc.",34.81,$549.74M,2015,Finance,Major Banks
ERIC,Ericsson,8.55,$28.51B,NA,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,142.95,$7.47B,NA,Finance,Specialty Insurers
ERYP,Erytech Pharma S.A.,8,$143.5M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,"Escalade, Incorporated",11.68,$168.66M,NA,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",43.05,$1.15B,2013,Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",22.39,$166.71M,2017,Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",15.29,$177.54M,NA,Finance,Banks
EPIX,ESSA Pharma Inc.,3.92,$24.74M,NA,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,12.59,$473.91M,NA,Consumer Services,Paper
ESTA,Establishment Labs Holdings Inc.,26.7,$548.37M,2018,Health Care,Industrial Specialties
ESTR,"Estre Ambiental, Inc.",1.87,$95.72M,NA,Public Utilities,Environmental Services
ESTRW,"Estre Ambiental, Inc.",0.095,NA,NA,Public Utilities,Environmental Services
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.5755,$409.15M,NA,NA,NA
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,30.52,$463.9M,NA,NA,NA
VIDI,ETF Series Solutions Trust Vident International Equity Fund,24.3,NA,NA,NA,NA
ETON,"Eton Pharmaceutcials, Inc.",6.1,$107.41M,2018,Health Care,Major Pharmaceuticals
ETSY,"Etsy, Inc.",55.83,$6.73B,2015,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,3.02,$6.23M,1997,Consumer Durables,Diversified Electronic Products
EDRY,EuroDry Ltd.,8.76,$19.75M,NA,Consumer Services,Marine Transportation
EEFT,"Euronet Worldwide, Inc.",113,$5.83B,1997,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,0.8348,$9.41M,NA,Transportation,Marine Transportation
EVLO,"Evelo Biosciences, Inc.",10.06,$319.6M,2018,Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",57.16,$1.69B,2016,Technology,Computer Software: Prepackaged Software
EVK,"Ever-Glory International Group, Inc.",3.94,$58.3M,NA,Consumer Non-Durables,Apparel
EVER,"EverQuote, Inc.",5.92,$148.16M,2018,Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",6.57,$112.31M,2016,Technology,Semiconductors
EVLV,EVINE Live Inc.,0.649,$44.05M,NA,Consumer Services,Catalog/Specialty Distribution
EVOP,"EVO Payments, Inc.",24.01,$1.95B,2018,Miscellaneous,Business Services
EVFM,"Evofem Biosciences, Inc.",4,$103.47M,2014,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd.,2.12,$54.6M,NA,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",2.8,$48.8M,2013,Health Care,Major Pharmaceuticals
EOLS,"Evolus, Inc.",15.98,$435.85M,2018,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",1.33,$16.12M,1998,Technology,EDP Services
EXAS,Exact Sciences Corporation,78.8,$9.68B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,39.1392,$15.66M,NA,NA,NA
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,35.65,$163.99M,NA,NA,NA
XELA,"Exela Technologies, Inc.",3.75,$568.68M,2015,Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",22.65,$6.77B,2e3,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,3.28,$77.6M,NA,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",55.8,$1.91B,2006,Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",10.45,$617.95M,NA,Finance,Real Estate
EXPE,"Expedia Group, Inc.",118.48,$17.65B,NA,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",69.29,$11.96B,NA,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",52.96,$2.75B,NA,Consumer Services,Professional Services
STAY,"Extended Stay America, Inc.",16.5,$3.11B,NA,Consumer Services,Hotels/Resorts
XOG,"Extraction Oil & Gas, Inc.",4.95,$872.13M,2016,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",6.46,$764.46M,1999,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",0.508,$22.07M,NA,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0232,NA,NA,Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",2.78,$31.38M,2018,Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",2.26,$214.37M,NA,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",9.25,$504.91M,1991,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",158.64,$9.62B,1999,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",150.04,$431.18B,2012,Technology,"Computer Software: Programming, Data Processing"
FLMN,Falcon Minerals Corporation,8.4,$721.18M,2017,Energy,Oil & Gas Production
FLMNW,Falcon Minerals Corporation,0.8963,NA,2017,Energy,Oil & Gas Production
DAVE,"Famous Dave&#39;s of America, Inc.",4.5393,$41.27M,NA,Consumer Services,Restaurants
FANH,Fanhua Inc.,23.005,$1.5B,NA,Finance,Specialty Insurers
FARM,Farmer Brothers Company,24.46,$415.27M,NA,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",31.01,$287.99M,NA,Finance,Savings Institutions
FMNB,Farmers National Banc Corp.,13.1,$363.88M,NA,Finance,Major Banks
FAMI,"FARMMI, INC.",4.49,$53.57M,2018,Consumer Non-Durables,Packaged Foods
FARO,"FARO Technologies, Inc.",42.91,$740.32M,1997,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,59.35,$17.04B,1987,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,5.75,$66.3M,2017,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",16.04,$1.03B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",18.55,$70M,NA,Finance,Major Banks
FLF,"Federal Life Group, Inc.",12,$42.36M,2018,Finance,Life Insurance
FNHC,FedNat Holding Company,19.04,$243.23M,NA,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,6.98,$138.87M,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Ferroglobe PLC,2.36,$405.87M,NA,Capital Goods,Metal Fabrications
FFBW,"FFBW, Inc.",10.13,$66.98M,2017,Finance,Savings Institutions
FCSC,Fibrocell Science Inc.,2.02,$19.71M,NA,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",52.72,$4.48B,2014,Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",62.07,$233.35M,NA,Finance,Major Banks
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,280.57,$1.49B,NA,NA,NA
LION,Fidelity Southern Corporation,28.95,$790.29M,NA,Finance,Major Banks
FDUS,Fidus Investment Corporation,13.32,$325.85M,2011,NA,NA
FDUSL,Fidus Investment Corporation,25.26,NA,NA,NA,NA
FRGI,"Fiesta Restaurant Group, Inc.",15.45,$421.12M,NA,Consumer Services,Restaurants
FITB,Fifth Third Bancorp,27,$17.7B,NA,Finance,Major Banks
FITBI,Fifth Third Bancorp,27,$486M,NA,Finance,Major Banks
FISI,"Financial Institutions, Inc.",27.43,$436.82M,1999,Finance,Major Banks
FNSR,Finisar Corporation,21.72,$2.55B,1999,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",2.83,$77.94M,NA,Miscellaneous,Multi-Sector Companies
FTAC,FinTech Acquisition Corp. III,9.64,NA,2019,Finance,Business Services
FTACU,FinTech Acquisition Corp. III,10.08,NA,2018,Finance,Business Services
FTACW,FinTech Acquisition Corp. III,0.7,NA,2019,Finance,Business Services
FEYE,"FireEye, Inc.",16.43,$3.24B,2013,Technology,Computer peripheral equipment
FBNC,First Bancorp,36.16,$1.08B,1987,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",25.76,$279.76M,NA,Finance,Major Banks
FRBA,First Bank,11.48,$214.29M,2013,NA,NA
BUSE,First Busey Corporation,26.51,$1.3B,NA,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",20.41,$179.47M,NA,Finance,Major Banks
FCAP,"First Capital, Inc.",42.75,$143.48M,NA,Finance,Savings Institutions
FCBP,First Choice Bancorp,21.56,$253.51M,NA,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",417.19,$4.93B,NA,Finance,Major Banks
FCBC,"First Community Bankshares, Inc.",34.2,$556.96M,NA,Finance,Major Banks
FCCO,First Community Corporation,19.64,$149.85M,NA,Finance,Major Banks
FDEF,First Defiance Financial Corp.,27.06,$552.08M,NA,Finance,Savings Institutions
FFBC,First Financial Bancorp.,26.33,$2.58B,NA,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",63.06,$4.27B,NA,Finance,Major Banks
THFF,First Financial Corporation Indiana,42.17,$517.78M,NA,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",15.78,$172.23M,NA,Finance,Major Banks
FFWM,First Foundation Inc.,14.72,$654.22M,NA,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",21.78,$191.82M,NA,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",25.25,$3.41B,2016,Finance,Major Banks
INBK,First Internet Bancorp,24.5,$249.45M,NA,Finance,Major Banks
INBKL,First Internet Bancorp,25.9801,NA,NA,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",39.11,$2.37B,2010,Finance,Major Banks
FRME,First Merchants Corporation,38.18,$1.9B,NA,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",33.73,$560.87M,NA,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",22.08,$2.35B,NA,Finance,Major Banks
FNWB,First Northwest Bancorp,15.31,$173.4M,2015,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",50.86,$117.2M,NA,Finance,Savings Institutions
FSLR,"First Solar, Inc.",47.94,$5.02B,2006,Technology,Semiconductors
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.3432,$18.44M,NA,NA,NA
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,29.2702,$32.2M,NA,NA,NA
BICK,First Trust BICK Index Fund,26.6199,$135.76M,NA,NA,NA
FBZ,First Trust Brazil AlphaDEX Fund,14.833,$129.05M,NA,NA,NA
FTHI,First Trust BuyWrite Income ETF,21.0699,$57.4M,NA,NA,NA
FCAL,First Trust California Municipal High income ETF,50.0337,$22.52M,NA,NA,NA
FCAN,First Trust Canada AlphaDEX Fund,22.4033,$4.48M,NA,NA,NA
FTCS,First Trust Capital Strength ETF,50.59,$1.59B,NA,NA,NA
FCEF,First Trust CEF Income Opportunity ETF,20.41,$39.9M,NA,NA,NA
FCA,First Trust China AlphaDEX Fund,25.4,$7.62M,NA,NA,NA
SKYY,First Trust Cloud Computing ETF,52.67,$1.77B,NA,NA,NA
RNDM,First Trust Developed International Equity Select ETF,47.29,$23.65M,NA,NA,NA
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,52.8,$990.11M,NA,NA,NA
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,35.3601,$10.61M,NA,NA,NA
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,25.66,$514.48M,NA,NA,NA
FV,First Trust Dorsey Wright Focus 5 ETF,27.8,$2.25B,NA,NA,NA
IFV,First Trust Dorsey Wright International Focus 5 ETF,18.9,$518.81M,NA,NA,NA
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,22.46,$31.44M,NA,NA,NA
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,18.82,$18.82M,NA,NA,NA
DVLU,First Trust Dorsey Wright Momentum & Value ETF,17.1,$11.97M,NA,NA,NA
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,28.05,$37.87M,NA,NA,NA
DALI,First Trust DorseyWright DALI 1 ETF,18.62,$50.27M,NA,NA,NA
FDNI,First Trust Dow Jones International Internet ETF,20.3,$3.05M,NA,NA,NA
FEM,First Trust Emerging Markets AlphaDEX Fund,24.4,$507.52M,NA,NA,NA
RNEM,First Trust Emerging Markets Equity Select ETF,50.8089,$7.62M,NA,NA,NA
FEMB,First Trust Emerging Markets Local Currency Bond ETF,37.7856,$77.46M,NA,NA,NA
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,33.93,$156.08M,NA,NA,NA
FTSM,First Trust Enhanced Short Maturity ETF,59.93,$4.14B,NA,NA,NA
FEP,First Trust Europe AlphaDEX Fund,33.47,$607.48M,NA,NA,NA
FEUZ,First Trust Eurozone AlphaDEX ETF,36.5055,$52.93M,NA,NA,NA
